"","TRINITY_ID","scaffold","t_start","t_end","strand"
"981","TRINITY_DN21342_c0_g1_i2","MA_139086","3179","12056","-"
"982","TRINITY_DN21429_c2_g1_i6","MA_16160","22498","25352","+"
"983","TRINITY_DN21405_c0_g1_i1","MA_143416|MA_164754","4470|8895","4766|9187","+|+"
"984","TRINITY_DN21479_c0_g1_i1","MA_9291|MA_9291","30617|31399","46799|44138","+|+"
"985","TRINITY_DN21582_c0_g2_i3","MA_43083|MA_81351","2371|44175","2980|44777","+|-"
"986","TRINITY_DN21594_c0_g2_i1","MA_61211","4282","6595","-"
"987","TRINITY_DN21508_c0_g1_i1","MA_10428073","16635","16974","+"
"988","TRINITY_DN21566_c0_g1_i2","MA_42861","11267","13556","-"
"989","TRINITY_DN21566_c0_g3_i1","MA_42861","10887","11188","-"
"990","TRINITY_DN21598_c0_g2_i2","MA_30599","11765","12394","+"
"991","TRINITY_DN21612_c1_g1_i3","MA_90172","1013","1537","-"
"992","TRINITY_DN21612_c1_g1_i2","MA_154197|MA_90172","7817|1141","8347|1537","+|-"
"993","TRINITY_DN21696_c0_g1_i2","MA_10432851","2744","16271","-"
"994","TRINITY_DN21766_c0_g1_i4","MA_10429225|MA_88207","81217|15645","81809|16223","-|-"
"995","TRINITY_DN21766_c0_g1_i1","MA_10429225|MA_10429243|MA_128655|MA_88207","81217|11421|10978|15645","81809|11440|11004|16223","-|-|-|-"
"996","TRINITY_DN21766_c0_g1_i2","MA_10429225|MA_88207","81217|15645","81809|16223","-|-"
"997","TRINITY_DN21833_c2_g1_i2","MA_7295","41639","42669","+"
"998","TRINITY_DN21833_c2_g1_i1","MA_7295","41639","42669","+"
"999","TRINITY_DN21867_c0_g1_i1","MA_161253|MA_55139","31052|10371","31472|10791","-|+"
"1000","TRINITY_DN21927_c0_g1_i1","MA_10434024","4343","4902","+"
"1001","TRINITY_DN22076_c0_g1_i1","MA_10430861","11153","11864","-"
"1002","TRINITY_DN22021_c0_g1_i6","MA_137963|MA_58149","6240|7189","6915|7838","-|+"
"1003","TRINITY_DN22131_c0_g1_i1","MA_10437202","10230","10662","+"
"1004","TRINITY_DN22107_c2_g1_i2","MA_10432272","303","2844","+"
"1005","TRINITY_DN22124_c0_g1_i2","MA_10428408","750","1760","-"
"1006","TRINITY_DN22220_c0_g2_i1","MA_864010|MA_864010","563|1569","1710|2157","+|+"
"1007","TRINITY_DN22235_c0_g1_i2","MA_41863","48489","48586","-"
"1008","TRINITY_DN22330_c0_g1_i1","MA_43609","21045","23260","+"
"1009","TRINITY_DN22371_c0_g1_i2","MA_10437053|MA_70492","3467|25","3750|1921","+|+"
"1010","TRINITY_DN22319_c0_g1_i1","MA_23963","24297","27957","-"
"1011","TRINITY_DN22319_c0_g1_i3","MA_23963","24297","27957","-"
"1012","TRINITY_DN22331_c0_g1_i12","MA_211093|MA_211093","577|1053","1328|3040","-|-"
"1013","TRINITY_DN22320_c1_g2_i1","MA_15756","19113","20562","-"
"1014","TRINITY_DN22373_c0_g1_i1","MA_10426434","8460","8724","+"
"1015","TRINITY_DN22459_c0_g1_i1","MA_10434798","2585","3080","-"
"1016","TRINITY_DN22550_c0_g1_i1","MA_10429540","22374","23143","+"
"1017","TRINITY_DN22518_c0_g1_i2","MA_10426155|MA_5176","4347|25820","5019|26492","-|-"
"1018","TRINITY_DN22680_c3_g1_i2","MA_336247","6659","8696","+"
"1019","TRINITY_DN22606_c0_g1_i3","MA_10433331","7164","8822","-"
"1020","TRINITY_DN22710_c0_g2_i2","MA_19328","48274","49471","+"
"1021","TRINITY_DN22710_c0_g2_i4","MA_19328","48274","49471","+"
"1022","TRINITY_DN22700_c0_g3_i1","MA_186389|MA_9291","1404|44792","3968|45324","+|+"
"1023","TRINITY_DN22797_c0_g1_i4","MA_86915","2217","4121","-"
"1024","TRINITY_DN22777_c0_g1_i1","MA_135571","6801","7808","-"
"1025","TRINITY_DN22795_c0_g2_i3","MA_100928","21866","24685","-"
"1026","TRINITY_DN22795_c0_g2_i2","MA_100928","21866","24685","-"
"1027","TRINITY_DN22824_c0_g1_i1","MA_46367","13926","14708","+"
"1028","TRINITY_DN22966_c1_g1_i2","MA_78501","6472","10811","+"
"1029","TRINITY_DN22925_c0_g4_i1","MA_170464","12621","13446","-"
"1030","TRINITY_DN22960_c0_g2_i1","MA_162625","5564","5966","+"
"1031","TRINITY_DN23034_c0_g1_i2","MA_981","17613","18023","-"
"1032","TRINITY_DN23070_c0_g1_i1","MA_65926","37201","38456","-"
"1033","TRINITY_DN23052_c0_g1_i1","MA_136308","230","1111","+"
"1034","TRINITY_DN23061_c0_g1_i5","MA_10051","18308","18727","-"
"1035","TRINITY_DN23061_c0_g1_i2","MA_10051","18042","18727","-"
"1036","TRINITY_DN23118_c0_g1_i2","MA_16138|MA_16138","9888|10703","10459|11055","-|-"
"1037","TRINITY_DN23104_c1_g1_i1","MA_100135|MA_10356314|MA_10388756","12511|18306|9700","13026|18528|10460","-|-|-"
"1038","TRINITY_DN23104_c1_g1_i2","MA_100135|MA_10388756|MA_10434737","12512|7605|5310","13026|10460|5528","-|-|-"
"1039","TRINITY_DN23112_c0_g2_i1","MA_121415","19495","21911","-"
"1040","TRINITY_DN23246_c0_g1_i2","MA_10436637","3624","11461","-"
"1041","TRINITY_DN23246_c0_g1_i3","MA_10436637","3624","11461","-"
"1042","TRINITY_DN23266_c0_g3_i2","MA_160473|MA_160473|MA_184747|MA_184747|MA_185117","17347|17666|14150|14644|17676","17475|17964|14452|14771|17974","+|+|-|-|+"
"1043","TRINITY_DN23338_c0_g1_i1","MA_6492","38212","39879","+"
"1044","TRINITY_DN23461_c0_g2_i2","MA_10675","27018","28141","+"
"1045","TRINITY_DN23468_c0_g2_i1","MA_125673","1378","1881","+"
"1046","TRINITY_DN23492_c0_g1_i1","MA_6307","8277","9879","+"
"1047","TRINITY_DN23597_c0_g1_i2","MA_17181","18644","19563","+"
"1048","TRINITY_DN23568_c0_g1_i4","MA_6469|MA_6469","22331|22659","22488|22816","-|-"
"1049","TRINITY_DN23576_c0_g1_i2","MA_94911","5414","17652","-"
"1050","TRINITY_DN23576_c0_g1_i3","MA_94911","5414","17652","-"
"1051","TRINITY_DN23571_c0_g1_i1","MA_66111","12377","12863","+"
"1052","TRINITY_DN23546_c0_g1_i5","MA_121360|MA_121360","9389|11167","11373|11717","+|+"
"1053","TRINITY_DN23546_c0_g1_i8","MA_121360|MA_121360","9389|11167","11373|11717","+|+"
"1054","TRINITY_DN23546_c0_g1_i10","MA_121360|MA_121360","9389|11167","11373|11717","+|+"
"1055","TRINITY_DN23695_c0_g1_i1","MA_10427399|MA_10436181","70454|9887","70719|10142","-|-"
"1056","TRINITY_DN23603_c0_g1_i1","MA_47345","10654","13120","-"
"1057","TRINITY_DN23709_c0_g1_i6","MA_10426563|MA_154","13179|5295","14064|5497","+|-"
"1058","TRINITY_DN23742_c1_g3_i1","MA_140355","20491","21208","+"
"1059","TRINITY_DN23770_c0_g1_i8","MA_170770|MA_183104","23168|11958","25238|13617","-|-"
"1060","TRINITY_DN23846_c3_g1_i1","MA_111255|MA_91881","8452|9930","9078|9996","-|+"
"1061","TRINITY_DN23804_c0_g1_i1","MA_65677","9012","9296","+"
"1062","TRINITY_DN23923_c0_g1_i5","MA_52791","22657","25646","+"
"1063","TRINITY_DN23923_c0_g1_i7","MA_52791","22657","25646","+"
"1064","TRINITY_DN23923_c0_g1_i2","MA_52791","22657","25646","+"
"1065","TRINITY_DN24070_c0_g2_i1","MA_118973|MA_407206","7753|7439","8122|7584","-|-"
"1066","TRINITY_DN24002_c0_g2_i1","MA_81587","12053","13531","+"
"1067","TRINITY_DN24012_c0_g1_i2","MA_8072","6773","7439","+"
"1068","TRINITY_DN24190_c1_g2_i1","MA_46922","32137","34176","-"
"1069","TRINITY_DN24158_c0_g1_i1","MA_102538","588","1428","+"
"1070","TRINITY_DN24112_c0_g1_i1","MA_12059","53956","55044","+"
"1071","TRINITY_DN24189_c0_g1_i3","MA_10317575|MA_185543","40628|7887","40922|8618","+|-"
"1072","TRINITY_DN24170_c2_g1_i1","MA_10428425","17535","18733","-"
"1073","TRINITY_DN24210_c0_g2_i1","MA_5952","26876","27842","-"
"1074","TRINITY_DN24210_c0_g2_i2","MA_5952","26876","27842","-"
"1075","TRINITY_DN24272_c0_g3_i1","MA_82066|MA_82066","19804|22561","22682|22680","-|-"
"1076","TRINITY_DN24330_c0_g1_i1","MA_3321|MA_3321","43207|43768","43276|43890","+|+"
"1077","TRINITY_DN24408_c0_g3_i1","MA_10308567|MA_10377811|MA_10437229|MA_184922","207|14446|43644|2249","487|14693|43873|2480","+|-|-|+"
"1078","TRINITY_DN24446_c0_g2_i5","MA_11715","4033","4265","-"
"1079","TRINITY_DN24658_c0_g1_i4","MA_10427638|MA_95742","32796|21707","33139|22427","-|-"
"1080","TRINITY_DN24658_c0_g1_i6","MA_10427638|MA_95742","32796|22031","33139|22427","-|-"
"1081","TRINITY_DN24658_c0_g1_i3","MA_10427638|MA_95742","32796|22031","33139|22427","-|-"
"1082","TRINITY_DN24616_c0_g1_i1","MA_10429043","28210","29048","-"
"1083","TRINITY_DN24640_c0_g2_i2","MA_129323|MA_94911","891|15103","1215|15406","+|-"
"1084","TRINITY_DN24791_c0_g1_i2","MA_34414","17068","20080","-"
"1085","TRINITY_DN24791_c0_g1_i8","MA_34414","17068","20080","-"
"1086","TRINITY_DN24778_c1_g3_i1","MA_117784","2129","2720","+"
"1087","TRINITY_DN24706_c0_g1_i1","MA_101119|MA_10435373","47311|19904","47931|20122","-|+"
"1088","TRINITY_DN24760_c0_g2_i3","MA_10435359","1826","19981","+"
"1089","TRINITY_DN24782_c0_g4_i1","MA_21214","38491","40387","-"
"1090","TRINITY_DN24852_c0_g1_i2","MA_10436748","2750","5021","+"
"1091","TRINITY_DN24881_c0_g1_i2","MA_34737","44869","45294","-"
"1092","TRINITY_DN24948_c0_g1_i3","MA_79241","7857","8796","+"
"1093","TRINITY_DN25016_c1_g1_i5","MA_10434376","19001","39101","+"
"1094","TRINITY_DN25110_c0_g2_i1","MA_10317105|MA_96368","12257|17814","12426|30513","-|-"
"1095","TRINITY_DN25110_c0_g3_i1","MA_10317105|MA_96368","12257|17829","12426|30513","+|+"
"1096","TRINITY_DN25162_c0_g2_i1","MA_10433266","34876","35136","-"
"1097","TRINITY_DN25162_c0_g3_i1","MA_10428073|MA_10434813|MA_160270","17794|26162|9342","18016|26362|9542","+|+|-"
"1098","TRINITY_DN25112_c0_g1_i3","MA_10436637","50985","51958","-"
"1099","TRINITY_DN25112_c1_g1_i2","MA_25560","1","1468","+"
"1100","TRINITY_DN25206_c0_g1_i1","MA_14420","46236","46519","+"
"1101","TRINITY_DN25245_c0_g1_i4","MA_10364181","11424","11988","-"
"1102","TRINITY_DN25245_c0_g1_i5","MA_10364181|MA_10364181","11424|11718","11978|11904","-|-"
"1103","TRINITY_DN25245_c0_g1_i3","MA_10364181","11424","11988","-"
"1104","TRINITY_DN25231_c0_g1_i2","MA_5257","6422","7232","+"
"1105","TRINITY_DN25308_c0_g1_i5","MA_102159|MA_186117","26481|522","26842|683","-|+"
"1106","TRINITY_DN25308_c0_g1_i10","MA_102159","26315","27184","+"
"1107","TRINITY_DN25435_c0_g1_i1","MA_48649","149","992","+"
"1108","TRINITY_DN25514_c0_g5_i1","MA_19024","42959","43868","+"
"1109","TRINITY_DN25597_c0_g1_i3","MA_10426815","10068","12015","-"
"1110","TRINITY_DN25597_c0_g1_i9","MA_10426815|MA_10437172","10068|32689","12413|32866","-|-"
"1111","TRINITY_DN25675_c0_g3_i3","MA_9291","50910","55802","+"
"1112","TRINITY_DN25692_c1_g1_i1","MA_4732","15028","15526","-"
"1113","TRINITY_DN25770_c0_g1_i1","MA_52206","9409","10760","+"
"1114","TRINITY_DN25705_c0_g1_i1","MA_137322|MA_20469","21052|24160","23920|27030","+|+"
"1115","TRINITY_DN25824_c0_g1_i2","MA_10433266|MA_10434813|MA_160270","36438|26889|8605","36875|27099|8815","-|+|-"
"1116","TRINITY_DN25824_c0_g1_i3","MA_10433266|MA_10434813|MA_160270","36438|26966|8605","36800|27099|8738","-|+|-"
"1117","TRINITY_DN25849_c0_g1_i2","MA_102823|MA_36695","31533|1059","32266|1692","-|-"
"1118","TRINITY_DN25814_c0_g1_i3","MA_119865","3576","7274","+"
"1119","TRINITY_DN25901_c0_g1_i1","MA_11051","24878","26943","-"
"1120","TRINITY_DN25917_c0_g1_i2","MA_180274","770","852","-"
"1121","TRINITY_DN26162_c0_g2_i1","MA_10379142|MA_6300","24651|55487","25656|55900","-|-"
"1122","TRINITY_DN26167_c0_g1_i1","MA_10361735|MA_171249","3716|4294","3965|6378","-|+"
"1123","TRINITY_DN26163_c0_g2_i4","MA_10425776|MA_10435003","35702|7510","35902|8197","+|-"
"1124","TRINITY_DN26177_c0_g1_i7","MA_10428175","11520","13437","+"
"1125","TRINITY_DN26125_c0_g2_i1","MA_118860","1693","3564","+"
"1126","TRINITY_DN26233_c0_g1_i2","MA_76891|MA_96601","14176|8464","14231|8532","-|+"
"1127","TRINITY_DN26354_c1_g3_i3","MA_7904","11885","17057","-"
"1128","TRINITY_DN26354_c1_g3_i2","MA_7904","11885","17109","-"
"1129","TRINITY_DN26413_c0_g4_i1","MA_176096|MA_38229","15666|9403","15854|9958","+|+"
"1130","TRINITY_DN26413_c0_g1_i1","MA_184756|MA_9815","5557|101119","6161|101662","-|-"
"1131","TRINITY_DN26436_c1_g1_i2","MA_74973","6222","8131","+"
"1132","TRINITY_DN26578_c0_g1_i1","MA_53622","9525","10316","-"
"1133","TRINITY_DN26542_c0_g1_i2","MA_25504","13438","13457","+"
"1134","TRINITY_DN26576_c0_g1_i1","MA_91809","8523","9362","+"
"1135","TRINITY_DN26548_c0_g1_i1","MA_10432106","52163","52694","-"
"1136","TRINITY_DN26536_c0_g1_i2","MA_18730","17010","19698","+"
"1137","TRINITY_DN26597_c0_g1_i1","MA_10689","1","1037","-"
"1138","TRINITY_DN26626_c0_g1_i4","MA_6584","60699","63890","-"
"1139","TRINITY_DN26626_c0_g1_i7","MA_6584","60694","63890","-"
"1140","TRINITY_DN26626_c0_g1_i1","MA_6584","60439","63890","-"
"1141","TRINITY_DN26716_c0_g2_i1","MA_10430920","43076","45689","-"
"1142","TRINITY_DN26807_c0_g1_i4","MA_19796|MA_19796","17717|17722","17971|18255","-|-"
"1143","TRINITY_DN26999_c0_g1_i6","MA_10433104","12879","15900","+"
"1144","TRINITY_DN26942_c1_g1_i1","MA_1877","9112","10598","+"
"1145","TRINITY_DN26918_c0_g1_i2","MA_96948","30589","33384","+"
"1146","TRINITY_DN27042_c0_g1_i1","MA_10322857|MA_10387259|MA_155906","24418|7714|6250","24649|7944|6481","+|-|+"
"1147","TRINITY_DN27026_c0_g1_i1","MA_20551","11312","12202","-"
"1148","TRINITY_DN27080_c0_g2_i1","MA_10430857","6896","8056","-"
"1149","TRINITY_DN27121_c0_g1_i1","MA_52817","13087","13975","-"
"1150","TRINITY_DN27209_c0_g2_i1","MA_100380","12902","15052","-"
"1151","TRINITY_DN27217_c0_g1_i1","MA_96190","12583","13933","-"
"1152","TRINITY_DN27339_c0_g2_i1","MA_10436751","52769","54217","-"
"1153","TRINITY_DN27339_c0_g2_i2","MA_10436751","52769","56077","-"
"1154","TRINITY_DN27390_c1_g1_i1","MA_10430906","68172","69232","-"
"1155","TRINITY_DN27402_c0_g1_i2","MA_114182","773","1337","+"
"1156","TRINITY_DN27611_c0_g1_i7","MA_151736","16284","17026","+"
"1157","TRINITY_DN27601_c0_g1_i1","MA_19683","88030","88776","-"
"1158","TRINITY_DN27666_c0_g1_i1","MA_32823","18789","19812","+"
"1159","TRINITY_DN27642_c0_g1_i4","MA_140355|MA_140355","15419|15507","18125|15779","+|+"
"1160","TRINITY_DN27644_c0_g1_i2","MA_27456","38656","40823","-"
"1161","TRINITY_DN27644_c0_g1_i22","MA_27456","35121","37862","-"
"1162","TRINITY_DN27734_c0_g2_i1","MA_7388","19076","20818","-"
"1163","TRINITY_DN27734_c0_g2_i2","MA_7388","19076","20818","-"
"1164","TRINITY_DN27788_c0_g1_i1","MA_10433683","14933","16361","-"
"1165","TRINITY_DN27881_c0_g1_i1","MA_3437","5483","5651","+"
"1166","TRINITY_DN27804_c0_g1_i9","MA_10431803|MA_10431803","51793|53508","57052|54730","-|-"
"1167","TRINITY_DN27804_c0_g1_i11","MA_10431803","51793","53660","-"
"1168","TRINITY_DN27848_c0_g1_i1","MA_10433266|MA_10434813|MA_160270","26889|27444|7421","27740|28283|8260","-|+|-"
"1169","TRINITY_DN27987_c0_g1_i1","MA_10431636|MA_148648","8840|3476","9589|4225","+|+"
"1170","TRINITY_DN27920_c0_g1_i2","MA_10435893|MA_10435893","35039|35926","36103|36978","+|+"
"1171","TRINITY_DN27999_c0_g1_i1","MA_10426120","7689","8029","+"
"1172","TRINITY_DN28019_c0_g1_i1","MA_54300","8096","8638","+"
"1173","TRINITY_DN28019_c0_g1_i2","MA_54300","8096","8579","+"
"1174","TRINITY_DN28095_c0_g1_i4","MA_91059","14593","14865","+"
"1175","TRINITY_DN28175_c0_g1_i1","MA_10435161","9751","11518","+"
"1176","TRINITY_DN28173_c2_g1_i1","MA_10433465","14838","16729","-"
"1177","TRINITY_DN28107_c0_g3_i1","MA_114482","8591","9836","+"
"1178","TRINITY_DN28134_c0_g1_i2","MA_10436854","3618","4497","+"
"1179","TRINITY_DN28282_c0_g1_i1","MA_165676","29673","31169","+"
"1180","TRINITY_DN28282_c0_g1_i2","MA_165676","29673","29948","+"
"1181","TRINITY_DN28210_c0_g2_i1","MA_140355","21051","24379","+"
"1182","TRINITY_DN28210_c1_g2_i1","MA_10429871","3580","4438","+"
"1183","TRINITY_DN28262_c0_g1_i4","MA_51745|MA_51745","3406|4297","3825|4994","-|-"
"1184","TRINITY_DN28221_c0_g1_i1","MA_3361","78731","79754","+"
"1185","TRINITY_DN28382_c0_g1_i2","MA_10437107","3715","4487","+"
"1186","TRINITY_DN28425_c0_g2_i1","MA_176124","648","1303","-"
"1187","TRINITY_DN28448_c2_g2_i1","MA_10432272","29944","30581","+"
"1188","TRINITY_DN28542_c0_g1_i1","MA_10433598","39627","40207","-"
"1189","TRINITY_DN28549_c0_g3_i2","MA_2332","42419","43913","-"
"1190","TRINITY_DN28684_c0_g1_i6","MA_10429361|MA_12806","66592|27828","68306|27853","+|-"
"1191","TRINITY_DN28739_c0_g1_i1","MA_53381|MA_53381","58|1674","2086|2251","+|+"
"1192","TRINITY_DN28739_c0_g1_i3","MA_53381|MA_53381","58|1674","2086|2251","+|+"
"1193","TRINITY_DN28884_c2_g1_i1","MA_87371","23711","24523","-"
"1194","TRINITY_DN28884_c0_g3_i1","MA_131460","30101","31269","-"
"1195","TRINITY_DN28832_c0_g1_i1","MA_131998","13253","14772","-"
"1196","TRINITY_DN28882_c0_g2_i1","MA_136406|MA_136406","19403|19416","21216|19721","+|-"
"1197","TRINITY_DN28941_c0_g1_i1","MA_94911","6214","18279","-"
"1198","TRINITY_DN29042_c0_g3_i1","MA_14588","99267","100537","-"
"1199","TRINITY_DN29085_c0_g1_i1","MA_1877","10726","12317","+"
"1200","TRINITY_DN29173_c1_g2_i6","MA_100734|MA_10426043","10193|113","10391|504","+|+"
"1201","TRINITY_DN29151_c0_g1_i2","MA_18943","31541","32200","-"
"1202","TRINITY_DN29325_c0_g1_i1","MA_597","40352","40903","-"
"1203","TRINITY_DN29448_c0_g1_i4","MA_16171","38540","73352","-"
"1204","TRINITY_DN29448_c0_g1_i1","MA_16171","38540","73352","-"
"1205","TRINITY_DN29448_c0_g1_i9","MA_16171","38540","73352","-"
"1206","TRINITY_DN29515_c0_g1_i1","MA_86694","10049","12018","+"
"1207","TRINITY_DN29515_c0_g1_i2","MA_86694","10049","12018","+"
"1208","TRINITY_DN29812_c0_g2_i2","MA_10427487","90048","91742","+"
"1209","TRINITY_DN29854_c0_g1_i1","MA_34518","16163","16919","+"
"1210","TRINITY_DN29818_c0_g1_i2","MA_281794","1517","3681","+"
"1211","TRINITY_DN29971_c0_g1_i9","MA_10366215|MA_10429163|MA_10429207|MA_10436776|MA_170370","10546|6643|20786|51136|2252","10670|6798|20934|51292|2408","+|-|+|-|+"
"1212","TRINITY_DN29971_c0_g1_i11","MA_10366215|MA_10429163|MA_10429207","10434|6759|20674","10582|6911|20822","+|-|+"
"1213","TRINITY_DN29985_c0_g1_i5","MA_14300","12438","13209","-"
"1214","TRINITY_DN30030_c0_g1_i1","MA_32466","21930","23512","-"
"1215","TRINITY_DN30138_c0_g1_i1","MA_10432429","14985","17933","+"
"1216","TRINITY_DN30146_c0_g2_i1","MA_17791","13611","14760","-"
"1217","TRINITY_DN30266_c0_g1_i4","MA_10436470","5909","6774","+"
"1218","TRINITY_DN30266_c0_g1_i2","MA_10436470","5909","6774","+"
"1219","TRINITY_DN30276_c0_g1_i1","MA_10432399","90605","91079","-"
"1220","TRINITY_DN30367_c0_g1_i1","MA_10434988","9345","9365","+"
"1221","TRINITY_DN30384_c0_g1_i1","MA_10425909","5461","8091","+"
"1222","TRINITY_DN30416_c0_g1_i1","MA_170065","16304","16653","+"
"1223","TRINITY_DN30426_c0_g1_i1","MA_16920","18472","20117","+"
"1224","TRINITY_DN30558_c0_g3_i1","MA_15589","32457","33379","-"
"1225","TRINITY_DN30505_c0_g1_i1","MA_30531","2992","3031","+"
"1226","TRINITY_DN30577_c2_g1_i1","MA_10436010","18785","20209","+"
"1227","TRINITY_DN30568_c0_g1_i10","MA_10316827","8151","9525","+"
"1228","TRINITY_DN30621_c0_g1_i1","MA_10435846","47486","48346","+"
"1229","TRINITY_DN30633_c0_g4_i2","MA_107938|MA_32560","11146|37759","11564|39267","-|+"
"1230","TRINITY_DN30613_c0_g1_i2","MA_10435786","7256","7733","-"
"1231","TRINITY_DN30605_c0_g1_i1","MA_10433460|MA_18100","15882|63541","16625|64276","+|+"
"1232","TRINITY_DN30762_c1_g1_i5","MA_123663|MA_173784","7942|15522","8141|16329","+|+"
"1233","TRINITY_DN30885_c0_g1_i2","MA_29611","4146","4831","-"
"1234","TRINITY_DN30860_c0_g1_i1","MA_10432924|MA_1832","15072|6287","15457|6879","-|-"
"1235","TRINITY_DN30864_c0_g1_i2","MA_129382","6521","8342","+"
"1236","TRINITY_DN30873_c1_g1_i3","MA_10426654|MA_168990","2069|8425","3091|8972","+|-"
"1237","TRINITY_DN30873_c2_g1_i1","MA_13635","44916","47128","-"
"1238","TRINITY_DN30846_c0_g3_i4","MA_38064","1206","3683","+"
"1239","TRINITY_DN30859_c0_g1_i2","MA_10435600","29952","30463","+"
"1240","TRINITY_DN30822_c0_g2_i4","MA_10376432|MA_180882","34233|29129","34821|29488","-|+"
"1241","TRINITY_DN30917_c0_g1_i9","MA_116156|MA_159353|MA_9891","4725|4565|18170","5377|5238|20492","-|-|-"
"1242","TRINITY_DN30955_c0_g2_i2","MA_37891|MA_6584","19009|63783","19243|64628","+|-"
"1243","TRINITY_DN30966_c1_g1_i1","MA_170091","19103","20464","+"
"1244","TRINITY_DN30982_c0_g1_i1","MA_42276","19222","20564","+"
"1245","TRINITY_DN31080_c1_g1_i1","MA_9504","3173","4598","-"
"1246","TRINITY_DN31047_c2_g1_i3","MA_10112768|MA_10435580|MA_15377|MA_168373|MA_51216","1302|42131|49655|8996|6190","6339|43030|50582|14174|11198","-|-|-|-|-"
"1247","TRINITY_DN31036_c0_g1_i2","MA_34354","13798","14519","+"
"1248","TRINITY_DN31223_c0_g1_i1","MA_25421|MA_86155","39426|4227","40764|5693","+|+"
"1249","TRINITY_DN31382_c0_g2_i1","MA_10436598","26207","27050","+"
"1250","TRINITY_DN31335_c1_g3_i1","MA_113816","24253","24806","+"
"1251","TRINITY_DN31378_c0_g1_i1","MA_17503","45476","46121","+"
"1252","TRINITY_DN31358_c0_g1_i1","MA_10429117","11607","11890","-"
"1253","TRINITY_DN31436_c0_g1_i1","MA_2287","48388","49005","-"
"1254","TRINITY_DN31493_c0_g3_i1","MA_7788|MA_7788","32005|32485","32605|32915","-|-"
"1255","TRINITY_DN31418_c0_g1_i5","MA_46922","30107","31340","-"
"1256","TRINITY_DN31422_c0_g1_i1","MA_18396","1921","3090","-"
"1257","TRINITY_DN31505_c0_g2_i1","MA_18178","52620","56804","+"
"1258","TRINITY_DN31523_c0_g1_i1","MA_39905","14271","14491","-"
"1259","TRINITY_DN31593_c0_g2_i2","MA_27109","49216","51095","+"
"1260","TRINITY_DN31688_c0_g1_i4","MA_82066","30755","31473","-"
"1261","TRINITY_DN31765_c0_g1_i3","MA_10427416|MA_66402","33552|11830","33898|12021","-|-"
"1262","TRINITY_DN31765_c0_g1_i8","MA_10427416|MA_66402","33552|11830","33896|12021","-|-"
"1263","TRINITY_DN31765_c0_g1_i10","MA_10427416|MA_66402","33552|11830","33899|12021","-|-"
"1264","TRINITY_DN31798_c0_g1_i1","MA_148315|MA_56342","6518|5292","6842|5515","-|-"
"1265","TRINITY_DN31998_c0_g1_i2","MA_10429628","5986","6999","-"
"1266","TRINITY_DN32080_c0_g1_i2","MA_735","10390","10870","+"
"1267","TRINITY_DN32184_c0_g4_i1","MA_10429638","15131","15791","-"
"1268","TRINITY_DN32144_c1_g1_i3","MA_159855|MA_172626","14549|12413","15748|13614","-|+"
"1269","TRINITY_DN32189_c0_g3_i1","MA_1653","35160","38585","-"
"1270","TRINITY_DN32163_c0_g1_i1","MA_26927","26679","28898","-"
"1271","TRINITY_DN32142_c0_g1_i1","MA_10436704","43487","45714","-"
"1272","TRINITY_DN32173_c0_g1_i1","MA_138249|MA_138249","3203|15027","5100|15853","-|-"
"1273","TRINITY_DN32134_c0_g2_i1","MA_202878","639","2302","+"
"1274","TRINITY_DN32180_c0_g2_i1","MA_10431323|MA_97999","27924|26939","28062|27026","-|-"
"1275","TRINITY_DN32180_c0_g2_i2","MA_97999","26939","27026","-"
"1276","TRINITY_DN32147_c1_g2_i2","MA_110029","10373","12940","+"
"1277","TRINITY_DN32214_c0_g1_i4","MA_10435675","10062","12505","-"
"1278","TRINITY_DN32214_c0_g1_i1","MA_10435675","10062","12505","-"
"1279","TRINITY_DN32214_c0_g1_i8","MA_10435675","10062","12505","-"
"1280","TRINITY_DN32200_c0_g1_i1","MA_10431966","36123","37111","-"
"1281","TRINITY_DN32235_c0_g1_i9","MA_10434133","18221","18555","-"
"1282","TRINITY_DN32355_c0_g1_i1","MA_12503","40937","41642","+"
"1283","TRINITY_DN32325_c1_g1_i1","MA_121734|MA_180044|MA_180044","35862|56995|57974","36104|57235|58305","-|+|+"
"1284","TRINITY_DN32337_c0_g1_i1","MA_164516|MA_164516","21443|21937","22116|22074","+|+"
"1285","TRINITY_DN32677_c0_g1_i3","MA_20598|MA_54532","30195|35689","30730|36279","+|-"
"1286","TRINITY_DN32729_c0_g1_i10","MA_120084|MA_132338","3848|23552","4432|25244","+|-"
"1287","TRINITY_DN32829_c0_g1_i9","MA_2588","35851","38586","-"
"1288","TRINITY_DN32873_c0_g1_i4","MA_10432704","35691","37221","+"
"1289","TRINITY_DN32873_c0_g1_i1","MA_10432704","35691","37221","+"
"1290","TRINITY_DN32873_c0_g1_i3","MA_10432704","35691","37221","+"
"1291","TRINITY_DN32974_c2_g1_i1","MA_19604","58401","59785","+"
"1292","TRINITY_DN32916_c0_g1_i1","MA_10430732","26056","27150","+"
"1293","TRINITY_DN32968_c0_g1_i1","MA_48238","18026","20052","-"
"1294","TRINITY_DN32924_c0_g1_i1","MA_10433266|MA_10434813|MA_160270","26956|27573|7487","27615|28217|8131","-|+|-"
